county,loc_1
monaghan,"mi,flint,'52"
kerry,"la,new orleans,'50"
kilkenny,"nbr,st.john,'50"
queens,"que,"
dublin,
sligo,"md,baltimore,'53"
sligo,"md,baltimore,54"
londonderry,"la,new orleans, '44"
mayo,nyc
,"nbr,fredericton"
tyrone,"ireland,dublin,27 james st"
tyrone,"ireland,dublin,27 james st"
kerry,"mo,st.louis,54"
dublin,"ont,belleville,'57"
antrim,"me,bangor,c/""whig & courier"""
,"que,montreal,'55-59"
westmeath,"nyc,'51"
,
,"ns,halifax,chezincook,w/fa"
cork,"ma,fall river,9/49"
cork,"ma,fall river,9/49"
*wales,"*wales,glamorganishire,'50"
,
,
tipperary,"oh,perry twship,brown co.'43"
leitrim,"ny,[?]"
,
Tipperary,"IN, Indianapolis"
kerry,"quebec,'37"
roscommon,"al,toledo co.,52"
cork,"pa,"
cork,
louth,"ct,new haven"
dublin,"nyc,'40"
cork,quebec
cork,
cork,
queens,nyc
cork,"ma,boston"
cork,"ma,boston"
down,
cork,
kerry,
kerry,
louth,"ny,rochester"
wicklow,
wexford,nyc
cork,
,"ma,boston(54)"
donegal,"nbr,st.john"
galway,"ont,toronto,'38-'52"
kerry,"pa,doffin co"
kerry,"pa,doffin co"
,"ont,london,57/6*"
tipperary,"ny,albany,'56"
cork,
,"vt,rutland & castleton"
Tipperary,"British America, Ottowa City"
*canada,"me,eastport ."
dublin,
cork,"nyc,1/60"
dublin,"ma,salem,9/54"
,"NY, New York"
Dublin,"AL, Mobile (1859)"
cork,"ak,ft.leavenworth"
kilkenny,"nyc,'55"
antrim,"nyc,'48"
limerick,"ma,springfield"
tyrone,"ire,tyrone,bodoney,crock"
louth,"pa,philadelphia,11/62"
Cork,"MD, New York + Brooklyn Boarding House, Baltimore"
mayo,
kilkenny,"la,new orleans"
cork,"ny,w.troy"
galway,
tyrone,"nyc,'39"
,nyc 7/48
cork,"me,bangor, 12/48"
donegal,"ny,brooklyn"
wexford,"ky,louisville"
wexford,"ky,louisville,"
galway,"me, portland,'47"
clare,"ny,w.troy,'52"
monaghan,"*scotland,3/59"
cork,"nyc,nr."
cork,"ri,providence"
cork,"ri,providence"
cork,"ma,boston"
cork,"ma,boston,8/37"
cork,
cork,"ma,boston,55"
tyrone,"que,st.stevens"
waterford,ontario
cork,"ont,glenford"
cork,nyc
cork,"nyc,2/43"
tipperary,"ny,windsor"
waterford,"ont,danville"
cavan,"que,carryall,'33"
wexford,
mayo,"nbr,st.john"
cavan,"que,carolina twshp.,co.2mts*"
*scotland,"ma,boston, '34"
cork,"mo,st.louis,'45"
cork,"il,waterloo,monroe co.,'45"
tipperary,"quebec,'41"
tyrone,"la,new orleans,'48"
cork,"ma,boston,'49"
tipperary,"quebec,'45"
cork,"ny,buffalo"
roscommon,"pa,philadelphia, '31"
tipperary,"nyc,112 william st."
limerick,"nyc,'48"
kerry,
sligo,"nyc,'48"
cork,
kerry,"la,new orleans"
dublin,"ny,fishkill,dutchess co."
kerry,"ct,"
galway,"va, 9/51"
limerick,"quebec,'49"
kerry,"quebec,47"
mayo,"md,baltimore"
galway,"nyc,'48"
,"ny,rochester"
cork,"ma,boston,11/51"
wexford,
cork,"ma,boston,'48"
tipperary,"quebec,'49"
tipperary,
,
wexford,"ma,s.reading"
sligo,"oh,"
sligo,"oh,"
tipperary,"ma,boston,'49"
cork,"nyc,'49"
limerick,"pa,susquehanna depot 53"
cavan,"ct,colchester"
cork,"va,halifax"
cork,"ma,lowell"
clare,"quebec,'49"
louth,
armagh,"oh,somerset"
roscommon,
cork,"va,cumberland"
cork,"la,new orleans"
limerick,"quebec,'46"
londonderry,"ns,"
carlow,"ma,sutton,6/56"
wexford,"ont,toronto"
tipperary,"ma,boston,'48"
tipperary,"ma,boston,'48"
wexford,"*eng,liverpool"
,"que,quebec,'54"
tipperary,"ma,boston"
cork,"que,montreal"
,"nyc,31st st.,4/53*"
,"tn,decaturville,decatur co."
monaghan,"que,montreal"
tipperary,"ma,boston,'50"
cork,"ma,berlin,'58"
cork,"que,montreal"
kilkenny,"ma,salem"
kilkenny,"pa,"
kerry,
,"tn,memphis,'57"
limerick,"ny,rochester,monroe co.'51"
waterford,nyc
,nyc
cavan,"ny,albany"
tyrone,"*england,newcastle"
donegal,"ma,boston"
Limerick,"NY, Troy"
Tyrone,
Clare,"VT, St. Johnsbury"
Dublin,"MA, Lowell (1857)"
Cavan,
Tyrone,NYC
tipperary,"nyc,'50"
clare,
mayo,
clare,"mn,"
clare,"mn,"
clare,"mn,"
dublin,
dublin,"pa,philadelphia"
tipperary,
dublin,"nyc,'48"
kings,"nyc,'49"
kildare,
louth,"*eng,'46-49"
dublin,"pa,palmyra,lebanon co."
tipperary,"nyc,'47"
waterford,"*eng,bristol,'48"
,
kilkenny,
,"vt,brandon"
*england,"can,43rd regt."
,
,"il,chicago,'36"
kilkenny,"*eng,leeds,'26"
limerick,"pa,'46"
meath,"*eng,"
clare,"la,new orleans,5/49"
roscommon,"nbr,st.andrew"
cork,"*aust,sidney,new s.wales,'46"
galway,"ma,boston,'50"
fermanagh,"ont,bytown[ottawa],43"
sligo,"ont,toronto"
galway,"que,montreal,'56"
limerick,
limerick,
kerry,"la,new orleans,'55; ca"
cavan,"mi,detroit"
kerry,"*ire,dingle,smerwick,'61"
monaghan,"al,montgomery"
fermanagh,*e.indies
tipperary,"ont,toronto,'42"
galway,nyc
,"ri,newport,'51"
londonderry,"ont,richmond hill"
armagh,"ns,halifax, 7/49"
,
wexford,
limerick,"*wales,monmouthsh.lt.inf*"
*england,nyc'54
kilkenny,"ma,worcester, 11/47"
limerick,"nyc,'47"
cavan,"ma,boston, or vicinity"
cavan,"ma,boston, or vicinity"
armagh,"scot,glasgow,155 garngad rd."
armagh,"scot,glasgow,155 garngad rd."
armagh,
dublin,
,"nyc,1c/56"
clare,"mo,sturgeon,boone co.'56"
mayo,"ny,utica,'39"
carlow,"ny,albany,51,w/br thos;il,53"
,"mo,"
cork,"nyc,'54"
longford,"oh,chesapeake/ohio canal"
limerick,"ny,canandaigua,9/52"
*ireland,"nyc,1/37"
carlow,"nyc,'15"
mayo,"ny,rochester"
cork,"*scot,glasgow,'41"
queens,"ma,boston"
armagh,"me,portland, '43"
sligo,"ny,lockport'45"
,"nh,"
carlow,"sc,charleston,'48"
kings,nyc
limerick,"nyc,'33"
limerick,"ny,newburgh,orange co."
carlow,"md, baltimore"
carlow,"dc,washington"
roscommon,"ny,rome,oneida co."
roscommon,
roscommon,
*england,"md,cumberland,6/51"
cork,
,"la,new orleans,4/51"
,"ny,split rock"
kilkenny,"ny,elmira"
,"vt,"
tipperary,
queens,"va,fairmount"
cork,
limerick,"md, baltimore; il"
kildare,
kerry,
cavan,"oh,carlisle"
galway,
kerry,"ct,hartford"
dublin,west
*england,"nyc,'51"
carlow,"md,baltimore"
clare,"nyc,'52"
*england,"va,guyandott,5/54"
longford,"pa,philad,55"
limerick,"pa,easten,54"
limerick,
carlow,"mi,cold water,branch co."
,"pa,gallitzen,53"
donegal,"oh,monroeville,'54"
kilkenny,"ny,lewis co."
tipperary,"ny,brooklyn,53"
tipperary,"ny,brooklyn,53"
tipperary,"ny,brooklyn,53"
tipperary,"ny,brooklyn,53"
cavan,"nyc,'44"
,"ny,p'ville"
kilkenny,"ma,boston"
kilkenny,"ma,boston"
galway,"tn,columbia,7/58"
louth,"md,baltimore,52"
leitrim,"tn, 4/58"
westmeath,"ma,lowell,11/58"
kings,"in,indianpolis,'51"
tipperary,"ia,anamosey"
limerick,"ny,hudson river rr"
galway,"ia,iowa city,5/59"
kerry,"ma,boston,9/59"
tipperary,"ny,brooklyn,'55"
londonderry,"nyc,'49"
tyrone,"ma,boston"
kerry,"ma,boston"
Queens Co.,
Cavan,"CT, New Haven (1857)"
Limerick,
kerry,nyc
limerick,"nyc,6/55"
monaghan,"in,indianapolis,'65"
cork,"nj,newark"
cork,"nj,newark"
Donegal,"MO, Lexington, Lafayette Co., or Canton, Fulton Co. (02/61)"
londonderry,"nyc,5/48"
londonderry,"nyc,5/48"
londonderry,"nyc,5/48"
londonderry,"nyc,5/48"
kerry,
kerry,"ont,chippewa,nr.niagara fall"
tyrone,"pa,mifflin county"
cork,
kerry,
leitrim,nyc
louth,"md,baltimore,52"
kildare,"ma,roxbury,'30"
tipperary,
cork,"nbr,st.john,'41"
down,"que,montreal"
cavan,"ma,boston,'36"
limerick,"quebec,'41"
mayo,"quebec,'47"
roscommon,"ont,niagara"
roscommon,"ont,niagara"
kildare,
cork,"ny,whitehall"
cork,"ny,whitehall"
kildare,
cork,
sligo,"vt,rutland co. 5/50"
wexford,"que,quebec"
tyrone,
tyrone,
tyrone,
tyrone,
tipperary,"ont,new london"
waterford,"ma,pittsfield"
tipperary,nyc
mayo,"il,galena,51"
waterford,"ont,toronto,46 richmond st."
carlow,"nyc,"
longford,"in,"
*scotland,"pa,parkersbury,6/12/54"
meath,"ny,brooklyn,'46"
cork,"ma,e.boston,2 everettplace"
wicklow,"ny,ogdensburg"
dublin,
meath,"ka,fort reily,9/55"
louth,"nyc,'50"
louth,"nyc,'54"
cork,"nyc,'52"
waterford,
cork,"mo,glascow"
limerick,
mayo,"il,chicago*"
,"pa,phila.,'57"
mayo,"ky,woodsonville,3/59"
mayo,"ky,carlisle,nr.lexington"
limerick,
kings,"ny,albany"
Cork,"NJ, Morristown (left 8 weeks ago)"
kilkenny,"ma,boston,'42"
kilkenny,"ma,boston,'42"
wexford,nfld
dublin,
Kerry,NY
clare,"pa,brownslowe,'40"
kerry,"quebec,'32"
tyrone,"al,mobile"
waterford,"ont,toronto,(little york)'34"
kerry,"quebec,'32"
cork,"ma,boston,'43"
,"pa,philadelphia,'38"
,nyc
mayo,"md,cumberland"
waterford,"*west indies, st.thomas"
galway,"canada,'35"
meath,"la,new orleans,4/46"
londonderry,"west,'42"
roscommon,quebec
dublin,"ma,boston,5/46"
clare,
,"que,montreal"
cork,"nbr,st.john,'44"
cork,"nbr,st.john,'44"
tyrone,"ma,boston,'47"
clare,"ma,boston,113 burtonville"
clare,"ma,boston,113 burtonville"
,
kilkenny,"que,montreal"
galway,"ma,clintonville"
monaghan,
clare,"pa,philadelphia"
mayo,"quebec,'45"
queens,"quebec,'30"
*scotland,"me,eastport"
kerry,"ma,boston,'49"
kerry,
monaghan,"ma,boston"
kerry,"ma,charlestown,2/50"
cork,"nbr,st.john,'47"
cork,"pa,philadelphia 5/50"
kilkenny,"ont,ottawa,'46"
galway,"nyc,36 center st.,'49"
leitrim,"ma,boston, near"
kerry,"nyc,'47"
cavan,"la,new orleans,7/47"
clare,"pa,philadelphia,'50"
roscommon,"quebec,'47"
cork,"ns,halifax"
,
,
fermanagh,"ny,rochester;toronto;wi"
leitrim,"nbr,frederickton"
cork,"nyc,'47"
kerry,"nyc,'47"
mayo,"nyc,'47"
waterford,"ns,halifax,"
cork,
limerick,nyc
limerick,"quebec,'50"
kilkenny,"ma,boston,11/51"
roscommon,"ont,"
cork,"ny,syracuse"
fermanagh,
fermanagh,
fermanagh,
,
tipperary,"wi,'51"
armagh,"nyc,'47"
*england,nyc (11/52)
roscommon,"oh,sandusky (50)"
,
clare,
longford,"pa,philadelphia(7/52)"
tyrone,"ri,"
monaghan,"oh,"
wexford,"ont,toronto"
waterford,
clare,"nyc,'40"
cork,"oh,cincinnati"
cork,"nyc,'51"
donegal,"ma,boston"
kilkenny,brit.prov.[can.?]*
tipperary,"nyc,'49"
roscommon,
roscommon,"ny,rochester"
sligo,"ny,rochester"
meath,nyc '55
cork,"ma,boston"
mayo,"ca,"
tyrone,"nbr,st.john"
dublin,
cork,"ma,fall river,11/52"
donegal,"tn,"
galway,"nyc,'53"
kilkenny,"ga,augusta or savannah"
donegal,"ky,louisville, 55"
cork,"nbr,st.john"
tipperary,"ma,boston"
leitrim,
cavan,"nyc,57/7"
,"pa,phila,south front"
wexford,nyc'48
kerry,"pa,"
down,"ny,rochester,'55"
tyrone,"nbr,st.john/quebec'41"
kerry,"ny,mulburry st,"
cork,"ma,boston"
,us
wexford,
wexford,"nfld,new ross*"
wexford,"nfld,new ross*"
*england,"la,new orleans"
galway,"nyc,cherry st."
clare,"ia,dubuque"
cork,"pa,philadelphia,11/57"
kerry,"ky,louisville,8/55"
clare,"nyc,11 thomas st.'55"
kerry,"quebec,'47"
kerry,"ma,worcester"
carlow,"oh,olmsted,4/60"
galway,"*eng,'58"
galway,"*eng,'58"
meath,"oh,cleveland"
monaghan,nyc
monaghan,"nyc,'57"
dublin,"nyc,11 james st,w/mr.wilson"
kerry,"pa,phila.,"
down,"nyc,4/9/53"
,"ma,boston,'57"
,"ma,boston,'57"
cork,
,"nfld,st.johns,7/46"
Cork,"MI, Kalamazoo"
Dublin,
Dublin,
Clare,
Kerry,"MI, St. Louis"
Cork,NY
Queens,
Queens,
Roscommon,
Cavan,
sligo,
antrim,"nyc,10/51"
tipperary,
londonderry,"nbr,st.john"
leitrim,"vt,manchester factory point"
louth,"pa,philadelphia"
waterford,
tipperary,"ny,piermont,rockland co."
dublin,"nyc,'48"
,"ont,queenstown,43"
cork*,"ma,salem"
londonderry,"pa,"
tipperary,"nyc,'53"
,"nbr,st.john,mispick"
cork,"va,petersburg, or vicinity"
tyrone,"ny,albany, 4/47"
,"mo,st.louis"
,"mo,st.louis"
,"mo,st louis;lft fr n.orleans"
galway,"que,montreal"
cork,"ma,boston,2/62"
,"*eng,"
,"ma,boston"
,"*eng,manchester,angel st."
cork,
cork,"ny,albany"
*scotland,"ma,boston,5/62"
londonderry,"nyc,'12"
kings,"*eng,manchester,'43-'57"
kings,"*eng,manchester,'43-'58"
tipperary,"nyc,'51"
cork,
longford,
down,
cork,"quebec,'32"
dublin,"ma,'44"
westmeath,"vt,bartensville"
cork,"oh,'43"
*england,"pa,philadelphia'57"
,"*eng,staleybridge,lancs,"
down,"ct,hartford,'53"
down,"pa,philadelphia"
down,"pa,philadelphia"
roscommon,"ny,albany"
galway,"ma,boston,'48"
armagh,"oh,somerset"
cork,"va,fairfax co"
limerick,"ma,boston,10/55"
dublin,
dublin,
limerick,"ma,boston,'42-62"
limerick,"ma,boston,'42-62"
,"ny,e.troy,16 federal st."
,"ny,e.troy"
*england,"ma,boston,'45"
tipperary,
queens,"*eng,london"
*england,"ny,utica,5/62"
mayo,"nyc,'53"
limerick,"ma,boston,04/55"
,
Louth,
Cavan,York & Erie Railroad (1858)
Cavan,York & Erie Railroad (1858)
Tyrone,"PA, Philadelphia"
,"PA, Philadelphia (1854)"
"*MO, St. Louis",
Tipperary,"MO, Hannibal"
,NY
Carlow,"MA, Chelsea (05/65)"
Clare,"NY, NYC (65)"
Roscommon,
,"NY, Bergen (1859) "
Tipperary,
Kilkenny,"MA, Boston (05/65)"
Westmeath,
Tipperary,"NY, New haven"
Cork,NY (1851)
,"IL, Chicago (Fall 1859)"
Tyrone,"LA, Tampoe, nr. New Orleans (1853)"
Kerry,"OH, Norwalk (1864)"
Kerry,"OH, Newalk (supposed)"
,NY (01/66)
Cork,
Cork,"AL,Mobile"
Mayo,"MA, Boston - last heard from June 1869"
Kilkenny,"MA, Springfield - last heard from 1869"
Tipperary,
Tipperary,
Tipperary,
Mayo,"WI, Pewaukee, Waukesha Co. "
,Lower Canada
Waterford,"SC, Charlestown (04/66)"
Galway,PA
Antrim,"NY, NYC (10/67)"
Galway,CA(last)
Kilkenny,"CA, Main Street, Stockton"
Kilkenny,"CA, Main Street, Stockton"
Kings County,"OH, Cincinnati (63, last)"
Cork,"MA, Boston (left 64)"
Kerry,"NY, Troy (12/67)"
Cork,"MA, Brighton"
,"NYC, Mulberry Street nr. Chatham Street (1851)"
Leitrim,NYC (02/50)
Limerick,"NY, Buffalo (1864)"
Kilkenny,
,"NY, Elmira (left, Fall-65)"
Tipperary,"MO, St. Louis"
Mayo,"NY, NYC(09/65)"
"*Canada West, Toronto","OH, Cleveland"
,"ME, Augusta (left 1859)"
Tipperary,NY
,"NY, Syracuse (04/68)"
Dublin,"PA, Philadelphia (last)"
Kerry,PA
,"KS, Fort leavenworth (01/65)"
Galway,
"*Canada West, Jamestown","PA, Scranton"
,"NY, Harlern(06/65)"
Cork,"ME, Hamdon - last heard from by his mother in Cork"
Cork,"ME, Frankfort - last heard from by his mother in Cork"
Antrim ,"PA, Pittsburgh (1864)"
,"MA, New Bedford(54)"
,"NY, Holly"
Kildare,Northfield(10/67)
Kildare,Northfield(10/67)
,"MO, St. Louis (last)"
,"MA, South Boston"
Kilkenny,
Queens Co.,"RI, Woonsocket (spring, 1858)"
,"OH, Painesville (1865)"
,NYC (supposed)
,"IL, Ellenfield, Ottowa"
,"MA, South Boston (09/66)"
Waterford,Upper Canada
Longford,Sag Harbor (1857)
,"NY, Ogdensburgh"
Wicklow,"Canada, (67)"
Kilkenny,NYC (1850)
*Canada East,
,NYC (supposed)
Kerry,"MA, in or nr. Boston "
Galway,"PA, Pottsville"
"*RI, Providence","RI, Woonsocket (1865)"
Kildare,"MO, St. Louis"
Cork,"NY, Albany (left in 66)"
Cork,"NY, NYC"
Wexford,"PA, Philadelphia"
kerry,"nh,manchester,5/6/57"
mayo,"va,willietown,'52"
mayo,"va,willietown,'52"
mayo,"va,willietown,'52"
Cork,"KY, Galt House, Louisville"
Cork,
Galway,"NY, Burkes Factory"
*England,"TN, Johnsonville (16 Nov, 55)"
Meath,"MA, S. Boston (66)"
"*Scotland, Hondleston in Glasgow",
Limerick,NYC (56)
"*England, Bolton, Lancashire",
"*England, Bolton, Lancashire",
"*MA, South Boston","NY, rolling mills (supposed)"
,
Down,NY
Queens Co. ,"MA, Worcester"
Kerry,CT
,"MA, Baynham(1864)"
,"MA, Baynham(1864)"
Galway,ME (1853)
,"MA, Baynham (1864)"
,"IL, Logonsport (65)"
Galway,"PA, Washington Co. (63, last)"
Sligo,Canada West (supposed)
,"MN, St. Paul (left 10 Jun 67)"
Carlow,
Kerry,"NY, Attica"
Donegal,"NY, nr. NYC (1856)"
Limerick,NYC (56)
,"IL, Chicago(52)"
Longford,"NY, Hastings, Westchester County (05/63)"
Galway,"NY, Brookline"
Wicklow,"DC, Washington (1854)"
Tipperary,"MD, Faun street, Baltimore"
Meath,"MA, Cambridgeport (03/65)"
Longford,"LA, New Orleans"
Limerick,"NY, Buffalo - last heard from"
Mayo,"Il, Chicago (until 1848)"
Mayo,"NY, 669 Henry St. "
"*Scotland, Glasgow","MO, St. Louis"
Kildare,"NY, NYC (54)"
Roscommon,"OH, Cincinnati (61)"
Mayo,
Mayo,
Cork,"MA, Milton nr. Boston (1863)"
Tipperary,CT-with fa and si
Kilkenny,"IL, Will, Wilmington"
Kilkenny,"IL, WIll, Wilmington"
Donegal,"MA, Boston"
,TN(52)
,NYC (1863)
Tyrone,PA (1859)
,"Canada, St. Johns, New Brunswick (1863)"
,"NYC, Mulberry Street nr. Chatham Street (1851)"
Mayo,"Canada West, Stookville"
Wicklow,"CA, Placerville, El Dorado Co."
"*NY, Moira, Franklin County",CA (03/56)
Mayo,"VA, mouth of the White River(1864)"
,"PA, Mahanoy City, Schuylkull county (06/66)"
,
Meath,"CA, Redwood City - Last heard from"
,"Canada West, Guelph - left in 1854"
Kilkenny,"CA, Nevada County, Alpha - last heard from 1864"
,Hudson Bay Territory
West Galway,PA
Kerry,"MA, Boston(51)"
,"New Brunswick, St. Andrews (left 59)"
"*england, London (late of)","CA, Gold Diggings"
"*England, Durham","PA, Elk Co. (supposed)"
"*England, Durham","PA, Elk Co. (supposed)"
Clare,"*Australia, Balarat, Colony of Victoria"
,"MA, Worcester (left 6 Nov 51)"
Westmeath,"WA Terr., Walla-Walla (07/63)"
Waterford,"WA Terr., Walla-Walla (07/63)"
Cork,
"*NS, Halifax","MO, Sisters Hospital, St. Louis"
Kerry,"GA, Clayton, Rubun Co. (5/58)"
Louth,VA (65)
Kerry,"MO, St. Louis (58)"
Cork,"PA, Philadelphia"
Cork,"MA, Boston (53)"
"*England, London",
Kings County,"NYC, No. 10 Tenth Street"
Mayo,"RI, Providence (1864)"
Antrim,"MA, Boston (supposed)"
,NY (1865)
Westmeath,"PA, Ashfield"
,"MA, Lawrence (65)"
Queens,"LA, New Orleans (58 or 59)"
,NY
,
,"NY, Little Falls - went 12 June 1867"
Kerry,MO
Galway,"VA, North Fork Line (1857)"
Mayo,
Kings County,"NY, Albany (56, last)"
Kings County,"MA, Pittsfield (last)"
Cavan,"NY, New York City"
,"NY, Niagara Falls (1855)"
"*Canada, New Brunswick",MA (1862)
Ireland,"Canada West, Cherbrook (1856)"
Clare,"PA, Warren (1860) "
Galway,
Clare,"VA, Alleghany Co. (10/63)"
Sligo,"LA, New Orleans (49/50)"
,"OH, Zanesville (1853)"
Limerick,"SC, Charleston (left 1855)"
Galway,"CA, San Francisco (1861)"
Galway,"PA, Westwoods, Schuylkill Co. (left 54/55)"
Cavan,
Kilkenny,"MO, St. Louis"
Cork,"TN, b/w Memphis + Chattanooga (1861)"
Clare,"Canada, Grand Trunk Railway Co.(58)"
Kerry,"NY, Syracuse (left fall 66)"
Cork,"MI, Iron Mountain (1858)"
Cork,
Clare,"IL, Elgin(1866)"
,"East TN, Swans Pond"
,"East TN, Swans Pond"
,"East TN, Swans Pond"
Limerick,"NJ, Jersey Freehold"
,"NY, Verplank Point, Westchester County"
Kerry,
,"KY, Louisville (04/66)"
Donegal,"LA, Wild Bush"
Kilkenny,Southern States (supposed)
,"LA, New Orleans (1851)"
Mayo,"IL, Chicago"
Cork,
*Sweden,"PA, Philadelphia (04/64)"
,
Clare,
Derry,
,
Cork,"NY, 385 East 10th st., NYC"
,North Towanda (1857)
,"WI, Beaver Dam(03/65)"
Cork,"OH, Cincinnati (1849)"
Derry,
Galway,
,"NY, Buffalo (eft 64)"
Clare,"Canada West, Brentford (57)"
"*MA, Charlestown","MD, Baltimore (03/65)"
Down,"NC (?), Beaufort, North Atlantic Blockading Squadron"
Dublin,
,
Dublin,
Galway,
Mayo,"TN, Nashville"
Limerick,
,"CT, Hartford - Last heard from"
Cork,
,"MA, Boston - left in 1867"
Galway,
"VA, Washington County*","VA, Washington County"
,"PA, Carlisle Barracks"
Limerick,"MO, St. Louis"
,
Cork,*Wales
,
,"MO, St. Louis (1857)"
Meath,"PA, Pottstown, Montgomery Co. (1857)"
Kilkenny,
,Dixie (1863)
,"KS, Fort  Arbuckle (01/61)"
,"NY, Albany"
"OH, Cleveland*","OH, Cleveland (1859)"
,"NY, Buffalo"
Kerry,"MA, Haverhill"
,
,
Kerry,
"*Canada, Montreal",
Cork,"PA, St. Marys, Elk County (1860)"
Galway,
*England,"MO, St. Louis (03/64)"
Queens Co.,
,
,"AK, Little Rock"
Cork,"MA, Newburyport (02/64)"
Sligo,"IL, Joilet (02/65)"
,"NY, Harts Island"
Longford,
Mayo,"MS, Vicksburg Hospital"
,
Galway,Lower Canada
Cork,"CA, Fort Miller"
,SC
"*NH, Manchester","NH, Manchester"
Roscommon,
,"TX, San Antonio (1861)"
Galway,"England, Huddersfield, Yorkshire (1854)"
Cork,
Cork,
,"NY, Buffalo (03/65)"
"*CT, Stafford Springs","CT, Stafford Springs (08/65)"
,"MI, Vicksburg (07/62)"
,
"*VT, Burlington","NY, Central Park Hospital"
Cork,
"*MI, East Saginaw",
Sligo,"KS, Leesfield"
"*OH, Newburgh","TN, Nashville"
Cavan,
Cork,"AL, Montgomery"
Cork,"MA, South Boston (summer 65)"
Cork,
Limerick,"VA, Harrisons Landing (07/63)"
Cork,"VA, Petersburg (06/64)"
Clare,
,"MI, Detroit"
Cork,"LA, New Orleans"
Cork,"Lower Canada, Montreal"
Galway,NY (supposed)
Roscommon,
Dublin,NY (supposed) (1863)
"*FL, Key West",
,"MO, St. Louis (1863)"
Mayo,"OH, Cincinnati"
"*VT, Burlington","NY, Central Park Hospital"
Donegal,
Donegal,
Roscommon,"TN, Memphis (1860)"
Cork,"WA, Port Discovery (1865) "
,Malone
Cork,
"*NY, Waterveliet","NY, Waterveliet (08/66)"
"*MA, Ware Village",
Sligo,"MI, Detroit (1862)"
Sligo,NY
Kerry,"KY, Military Prison, Louisville"
"*England, London","MA, Boston"
Cork,
Tipperary,"IL, Mound City (05/65)"
"*RI, Phenix","AL, Mobile"
Westmeath,"NY, Rochester"
Mayo,"TN, Nashville"
Tyrone,NY (1854)
Limerick,"AR, LIttle Rock"
Galway,"MA, Boston (supposed)"
Cavan,"MA, Taunton (1856)"
,"SC, Fort Sumter(11/64)"
,
,"VA, Norfork (last)"
Kilkenny,
Queens County,
Clare,"MO, St. Louis (65-66)"
Waterford,
Clare,
Cavan,Rock Island
Kerry,"Canada, Quebec"
Cavan,"MO, New Orleans"
Clare,CA (61)
,"England, Manchester (last)"
Dublin,"LA, New Orleans (06/56)"
Mayo,NYC (03/67)
Kerry,"VA, Fortress Monroe, Old Point Comfort (1866) "
Cork,"CO Terr., Fort Sedgwick (10/68)"
"*Al, Calhoun Co.",
Clare,"DC, Carver Hospital, Washington, Ward 81 (01/64)"
Galway,"TN, Memphis (prior to 1860/before the war)"
,NC
Tyrone,
Limerick,"Canada West, Stratford"
Monaghan,
,MA
Tipperary,
Cork,MA (1862)
Galway,"MA, Boston (02/66)"
Limerick,NY (10/65)
,"NY, Duncan and Shermans"
"*NY, Binghampton","IL, Chicago"
Tipperary,"MO, St. Louis (2 Jun 65)"
Kilkenny,"MA, Springfield - last heard from 1869"
Queens County,NYC
,NY (until 1856)
Galway,"England, Liverpool"
Galway,"England, Liverpool"
,"MA, Boston"
Queens County,"Canada, Quebec"
Carlow,
Kerry,"Canada, Quebec"
Clare,"VT, Danby"
Cork,
,"Scotland, Greenock (55)"
Tipperary,Harpers Ferry
,"NY, NYC"
Cork,"LA, New Orleans (in or near)"
